INTERVAL_DATETIME,REGION,POWER,QI,LASTCHANGED
10/8/22 23:30,NSW1,0,1,10/8/22 23:49
11/8/22 0:00,NSW1,0,1,11/8/22 0:19
11/8/22 0:30,NSW1,0,1,11/8/22 0:49
11/8/22 1:00,NSW1,0,1,11/8/22 1:19
11/8/22 1:30,NSW1,0,1,11/8/22 1:49
11/8/22 2:00,NSW1,0,1,11/8/22 2:19
11/8/22 2:30,NSW1,0,1,11/8/22 2:49
11/8/22 3:00,NSW1,0,1,11/8/22 3:19
11/8/22 3:30,NSW1,0,1,11/8/22 3:49
11/8/22 4:00,NSW1,0,1,11/8/22 4:19
11/8/22 4:30,NSW1,0,1,11/8/22 4:49
11/8/22 5:00,NSW1,0,1,11/8/22 5:19
11/8/22 5:30,NSW1,0,1,11/8/22 5:49
11/8/22 6:00,NSW1,0,1,11/8/22 6:19
11/8/22 6:30,NSW1,0,1,11/8/22 6:49
11/8/22 7:00,NSW1,17.46,1,11/8/22 7:19
11/8/22 7:30,NSW1,158.781,1,11/8/22 7:49
11/8/22 8:00,NSW1,329.135,1,11/8/22 8:19
11/8/22 8:30,NSW1,458.562,1,11/8/22 8:49
11/8/22 9:00,NSW1,630.214,1,11/8/22 9:19
11/8/22 9:30,NSW1,732.52,1,11/8/22 9:49
11/8/22 10:00,NSW1,909.144,1,11/8/22 10:20
11/8/22 10:30,NSW1,992.795,1,11/8/22 10:49
11/8/22 11:00,NSW1,1041.357,1,11/8/22 11:19
11/8/22 11:30,NSW1,1069.203,1,11/8/22 11:49
11/8/22 12:00,NSW1,1166.454,1,11/8/22 12:19
11/8/22 12:30,NSW1,1271.066,1,11/8/22 12:49
11/8/22 13:00,NSW1,1234.009,1,11/8/22 13:19
11/8/22 13:30,NSW1,1243.72,1,11/8/22 13:49
11/8/22 14:00,NSW1,1109.357,1,11/8/22 14:19
11/8/22 14:30,NSW1,896.346,1,11/8/22 14:49
11/8/22 15:00,NSW1,651.221,1,11/8/22 15:19
11/8/22 15:30,NSW1,530.835,1,11/8/22 15:49
11/8/22 16:00,NSW1,377.012,1,11/8/22 16:19
11/8/22 16:30,NSW1,225.629,1,11/8/22 16:49
11/8/22 17:00,NSW1,84.686,1,11/8/22 17:19
11/8/22 17:30,NSW1,11.69,1,11/8/22 17:49
11/8/22 18:00,NSW1,0,1,11/8/22 18:19
11/8/22 18:30,NSW1,0,1,11/8/22 18:49
11/8/22 19:00,NSW1,0,1,11/8/22 19:19
11/8/22 19:30,NSW1,0,1,11/8/22 19:49
11/8/22 20:00,NSW1,0,1,11/8/22 20:19
11/8/22 20:30,NSW1,0,1,11/8/22 20:49
11/8/22 21:00,NSW1,0,1,11/8/22 21:19
11/8/22 21:30,NSW1,0,1,11/8/22 21:49
11/8/22 22:00,NSW1,0,1,11/8/22 22:19
11/8/22 22:30,NSW1,0,1,11/8/22 22:49
11/8/22 23:00,NSW1,0,1,11/8/22 23:19
11/8/22 23:30,NSW1,0,1,11/8/22 23:49
12/8/22 0:00,NSW1,0,1,12/8/22 0:19
12/8/22 0:30,NSW1,0,1,12/8/22 0:49
12/8/22 1:00,NSW1,0,1,12/8/22 1:19
12/8/22 1:30,NSW1,0,1,12/8/22 1:49
12/8/22 2:00,NSW1,0,1,12/8/22 2:19
12/8/22 2:30,NSW1,0,1,12/8/22 2:49
12/8/22 3:00,NSW1,0,1,12/8/22 3:19
12/8/22 3:30,NSW1,0,1,12/8/22 3:49
12/8/22 4:00,NSW1,0,1,12/8/22 4:19
12/8/22 4:30,NSW1,0,1,12/8/22 4:49
12/8/22 5:00,NSW1,0,1,12/8/22 5:19
12/8/22 5:30,NSW1,0,1,12/8/22 5:49
12/8/22 6:00,NSW1,0,1,12/8/22 6:19
12/8/22 6:30,NSW1,0.016,1,12/8/22 6:49
12/8/22 7:00,NSW1,7.934,1,12/8/22 7:19
12/8/22 7:30,NSW1,60.386,1,12/8/22 7:49
12/8/22 8:00,NSW1,171.068,1,12/8/22 8:19
12/8/22 8:30,NSW1,269.801,1,12/8/22 8:49
12/8/22 9:00,NSW1,406.189,1,12/8/22 9:19
12/8/22 9:30,NSW1,540.022,1,12/8/22 9:49
12/8/22 10:00,NSW1,635.751,1,12/8/22 10:20
12/8/22 10:30,NSW1,714.185,1,12/8/22 10:49
12/8/22 11:00,NSW1,751.175,1,12/8/22 11:19
12/8/22 11:30,NSW1,802.413,1,12/8/22 11:49
12/8/22 12:00,NSW1,976.793,1,12/8/22 12:19
12/8/22 12:30,NSW1,1063.682,1,12/8/22 12:49
12/8/22 13:00,NSW1,1169.378,1,12/8/22 13:19
12/8/22 13:30,NSW1,1003.667,1,12/8/22 13:49
12/8/22 14:00,NSW1,747.086,1,12/8/22 14:19
12/8/22 14:30,NSW1,576.508,1,12/8/22 14:49
12/8/22 15:00,NSW1,535.075,1,12/8/22 15:19
12/8/22 15:30,NSW1,493.767,1,12/8/22 15:49
12/8/22 16:00,NSW1,342.36,1,12/8/22 16:19
12/8/22 16:30,NSW1,197.278,1,12/8/22 16:49
12/8/22 17:00,NSW1,94.898,1,12/8/22 17:19
12/8/22 17:30,NSW1,19.036,1,12/8/22 17:49
12/8/22 18:00,NSW1,0,1,12/8/22 18:19
12/8/22 18:30,NSW1,0,1,12/8/22 18:49
12/8/22 19:00,NSW1,0,1,12/8/22 19:19
12/8/22 19:30,NSW1,0,1,12/8/22 19:49
12/8/22 20:00,NSW1,0,1,12/8/22 20:19
12/8/22 20:30,NSW1,0,1,12/8/22 20:49
12/8/22 21:00,NSW1,0,1,12/8/22 21:19
12/8/22 21:30,NSW1,0,1,12/8/22 21:49
12/8/22 22:00,NSW1,0,1,12/8/22 22:19
12/8/22 22:30,NSW1,0,1,12/8/22 22:49
12/8/22 23:00,NSW1,0,1,12/8/22 23:19
12/8/22 23:30,NSW1,0,1,12/8/22 23:49
13/8/22 0:00,NSW1,0,1,13/8/22 0:19
13/8/22 0:30,NSW1,0,1,13/8/22 0:49
13/8/22 1:00,NSW1,0,1,13/8/22 1:19
13/8/22 1:30,NSW1,0,1,13/8/22 1:49
13/8/22 2:00,NSW1,0,1,13/8/22 2:19
13/8/22 2:30,NSW1,0,1,13/8/22 2:49
13/8/22 3:00,NSW1,0,1,13/8/22 3:19
13/8/22 3:30,NSW1,0,1,13/8/22 3:49
13/8/22 4:00,NSW1,0,1,13/8/22 4:19
13/8/22 4:30,NSW1,0,1,13/8/22 4:49
13/8/22 5:00,NSW1,0,1,13/8/22 5:19
13/8/22 5:30,NSW1,0,1,13/8/22 5:49
13/8/22 6:00,NSW1,0,1,13/8/22 6:19
13/8/22 6:30,NSW1,0.033,1,13/8/22 6:49
13/8/22 7:00,NSW1,15.5,1,13/8/22 7:19
13/8/22 7:30,NSW1,117.258,1,13/8/22 7:49
13/8/22 8:00,NSW1,304.959,1,13/8/22 8:19
13/8/22 8:30,NSW1,527.88,1,13/8/22 8:49
13/8/22 9:00,NSW1,765.864,1,13/8/22 9:19
13/8/22 9:30,NSW1,957.273,1,13/8/22 9:49
13/8/22 10:00,NSW1,1233.167,1,13/8/22 10:20
13/8/22 10:30,NSW1,1394.215,1,13/8/22 10:49
13/8/22 11:00,NSW1,1781.919,1,13/8/22 11:19
13/8/22 11:30,NSW1,2003.87,1,13/8/22 11:49
13/8/22 12:00,NSW1,2071.197,1,13/8/22 12:19
13/8/22 12:30,NSW1,2044.553,1,13/8/22 12:49
13/8/22 13:00,NSW1,1892.952,1,13/8/22 13:19
13/8/22 13:30,NSW1,1804.885,1,13/8/22 13:49
13/8/22 14:00,NSW1,1941.039,1,13/8/22 14:19
13/8/22 14:30,NSW1,1730.798,1,13/8/22 14:49
13/8/22 15:00,NSW1,1286.921,1,13/8/22 15:19
13/8/22 15:30,NSW1,993.108,1,13/8/22 15:49
13/8/22 16:00,NSW1,740.429,1,13/8/22 16:19
13/8/22 16:30,NSW1,459.28,1,13/8/22 16:49
13/8/22 17:00,NSW1,210.008,1,13/8/22 17:19
13/8/22 17:30,NSW1,36.037,1,13/8/22 17:49
13/8/22 18:00,NSW1,0.068,1,13/8/22 18:19
13/8/22 18:30,NSW1,0,1,13/8/22 18:49
13/8/22 19:00,NSW1,0,1,13/8/22 19:19
13/8/22 19:30,NSW1,0,1,13/8/22 19:49
13/8/22 20:00,NSW1,0,1,13/8/22 20:19
13/8/22 20:30,NSW1,0,1,13/8/22 20:49
13/8/22 21:00,NSW1,0,1,13/8/22 21:19
13/8/22 21:30,NSW1,0,1,13/8/22 21:49
13/8/22 22:00,NSW1,0,1,13/8/22 22:19
13/8/22 22:30,NSW1,0,1,13/8/22 22:49
13/8/22 23:00,NSW1,0,1,13/8/22 23:19
13/8/22 23:30,NSW1,0,1,13/8/22 23:49
14/8/22 0:00,NSW1,0,1,14/8/22 0:19
14/8/22 0:30,NSW1,0,1,14/8/22 0:49
14/8/22 1:00,NSW1,0,1,14/8/22 1:19
14/8/22 1:30,NSW1,0,1,14/8/22 1:49
14/8/22 2:00,NSW1,0,1,14/8/22 2:19
14/8/22 2:30,NSW1,0,1,14/8/22 2:49
14/8/22 3:00,NSW1,0,1,14/8/22 3:19
14/8/22 3:30,NSW1,0,1,14/8/22 3:49
14/8/22 4:00,NSW1,0,1,14/8/22 4:19
14/8/22 4:30,NSW1,0,1,14/8/22 4:49
14/8/22 5:00,NSW1,0,1,14/8/22 5:19
14/8/22 5:30,NSW1,0,1,14/8/22 5:49
14/8/22 6:00,NSW1,0,1,14/8/22 6:19
14/8/22 6:30,NSW1,0.423,1,14/8/22 6:49
14/8/22 7:00,NSW1,33.339,1,14/8/22 7:19
14/8/22 7:30,NSW1,177.178,1,14/8/22 7:49
14/8/22 8:00,NSW1,474.354,1,14/8/22 8:19
14/8/22 8:30,NSW1,880.392,1,14/8/22 8:49
14/8/22 9:00,NSW1,1233.382,1,14/8/22 9:19
14/8/22 9:30,NSW1,1581.748,1,14/8/22 9:49
14/8/22 10:00,NSW1,1846.713,1,14/8/22 10:20
14/8/22 10:30,NSW1,1932.95,1,14/8/22 10:49
14/8/22 11:00,NSW1,1887.818,1,14/8/22 11:19
14/8/22 11:30,NSW1,2061.231,1,14/8/22 11:49
14/8/22 12:00,NSW1,2146.652,1,14/8/22 12:19
14/8/22 12:30,NSW1,2060.766,1,14/8/22 12:49
14/8/22 13:00,NSW1,2044.78,1,14/8/22 13:19
14/8/22 13:30,NSW1,1979.992,1,14/8/22 13:49
14/8/22 14:00,NSW1,1881.087,1,14/8/22 14:19
14/8/22 14:30,NSW1,1790.379,1,14/8/22 14:49
14/8/22 15:00,NSW1,1562.556,1,14/8/22 15:19
14/8/22 15:30,NSW1,1249.219,1,14/8/22 15:49
14/8/22 16:00,NSW1,881.703,1,14/8/22 16:19
14/8/22 16:30,NSW1,513.374,1,14/8/22 16:49
14/8/22 17:00,NSW1,220.431,1,14/8/22 17:19
14/8/22 17:30,NSW1,43.622,1,14/8/22 17:49
14/8/22 18:00,NSW1,0.072,1,14/8/22 18:19
14/8/22 18:30,NSW1,0,1,14/8/22 18:49
14/8/22 19:00,NSW1,0,1,14/8/22 19:19
14/8/22 19:30,NSW1,0,1,14/8/22 19:49
14/8/22 20:00,NSW1,0,1,14/8/22 20:19
14/8/22 20:30,NSW1,0,1,14/8/22 20:49
14/8/22 21:00,NSW1,0,1,14/8/22 21:19
14/8/22 21:30,NSW1,0,1,14/8/22 21:49
14/8/22 22:00,NSW1,0,1,14/8/22 22:19
14/8/22 22:30,NSW1,0,1,14/8/22 22:49
14/8/22 23:00,NSW1,0,1,14/8/22 23:19
14/8/22 23:30,NSW1,0,1,14/8/22 23:49
15/8/22 0:00,NSW1,0,1,15/8/22 0:19
15/8/22 0:30,NSW1,0,1,15/8/22 0:49
15/8/22 1:00,NSW1,0,1,15/8/22 1:19
15/8/22 1:30,NSW1,0,1,15/8/22 1:49
15/8/22 2:00,NSW1,0,1,15/8/22 2:19
15/8/22 2:30,NSW1,0,1,15/8/22 2:49
15/8/22 3:00,NSW1,0,1,15/8/22 3:19
15/8/22 3:30,NSW1,0,1,15/8/22 3:49
15/8/22 4:00,NSW1,0,1,15/8/22 4:19
15/8/22 4:30,NSW1,0,1,15/8/22 4:49
15/8/22 5:00,NSW1,0,1,15/8/22 5:19
15/8/22 5:30,NSW1,0,1,15/8/22 5:49
15/8/22 6:00,NSW1,0,1,15/8/22 6:19
15/8/22 6:30,NSW1,0.629,1,15/8/22 6:49
15/8/22 7:00,NSW1,52.84,1,15/8/22 7:19
15/8/22 7:30,NSW1,251.689,1,15/8/22 7:49
15/8/22 8:00,NSW1,501.156,1,15/8/22 8:19
15/8/22 8:30,NSW1,749.042,1,15/8/22 8:49
15/8/22 9:00,NSW1,1039.906,1,15/8/22 9:19
15/8/22 9:30,NSW1,1329.746,1,15/8/22 9:49
15/8/22 10:00,NSW1,1740.722,1,15/8/22 10:20
15/8/22 10:30,NSW1,2001.725,1,15/8/22 10:49
15/8/22 11:00,NSW1,2056.473,1,15/8/22 11:19
15/8/22 11:30,NSW1,2051.421,1,15/8/22 11:49
15/8/22 12:00,NSW1,2221.609,1,15/8/22 12:19
15/8/22 12:30,NSW1,2223.14,1,15/8/22 12:49
15/8/22 13:00,NSW1,1909.607,1,15/8/22 13:19
15/8/22 13:30,NSW1,1719.586,1,15/8/22 13:49
15/8/22 14:00,NSW1,1626.377,1,15/8/22 14:19
15/8/22 14:30,NSW1,1404.93,1,15/8/22 14:49
15/8/22 15:00,NSW1,1158.067,1,15/8/22 15:19
15/8/22 15:30,NSW1,853.049,1,15/8/22 15:49
15/8/22 16:00,NSW1,567.088,1,15/8/22 16:19
15/8/22 16:30,NSW1,310.659,1,15/8/22 16:49
15/8/22 17:00,NSW1,147.667,1,15/8/22 17:19
15/8/22 17:30,NSW1,32.738,1,15/8/22 17:49
15/8/22 18:00,NSW1,0.063,1,15/8/22 18:19
15/8/22 18:30,NSW1,0,1,15/8/22 18:49
15/8/22 19:00,NSW1,0,1,15/8/22 19:19
15/8/22 19:30,NSW1,0,1,15/8/22 19:49
15/8/22 20:00,NSW1,0,1,15/8/22 20:19
15/8/22 20:30,NSW1,0,1,15/8/22 20:49
15/8/22 21:00,NSW1,0,1,15/8/22 21:19
15/8/22 21:30,NSW1,0,1,15/8/22 21:49
15/8/22 22:00,NSW1,0,1,15/8/22 22:19
15/8/22 22:30,NSW1,0,1,15/8/22 22:49
15/8/22 23:00,NSW1,0,1,15/8/22 23:19
15/8/22 23:30,NSW1,0,1,15/8/22 23:49
16/8/22 0:00,NSW1,0,1,16/8/22 0:19
16/8/22 0:30,NSW1,0,1,16/8/22 0:49
16/8/22 1:00,NSW1,0,1,16/8/22 1:19
16/8/22 1:30,NSW1,0,1,16/8/22 1:49
16/8/22 2:00,NSW1,0,1,16/8/22 2:19
16/8/22 2:30,NSW1,0,1,16/8/22 2:49
16/8/22 3:00,NSW1,0,1,16/8/22 3:19
16/8/22 3:30,NSW1,0,1,16/8/22 3:49
16/8/22 4:00,NSW1,0,1,16/8/22 4:19
16/8/22 4:30,NSW1,0,1,16/8/22 4:49
16/8/22 5:00,NSW1,0,1,16/8/22 5:19
16/8/22 5:30,NSW1,0,1,16/8/22 5:49
16/8/22 6:00,NSW1,0,1,16/8/22 6:19
16/8/22 6:30,NSW1,0.468,1,16/8/22 6:49
16/8/22 7:00,NSW1,40.838,1,16/8/22 7:19
16/8/22 7:30,NSW1,232.276,1,16/8/22 7:49
16/8/22 8:00,NSW1,548.237,1,16/8/22 8:19
16/8/22 8:30,NSW1,947.148,1,16/8/22 8:49
16/8/22 9:00,NSW1,1362.292,1,16/8/22 9:19
16/8/22 9:30,NSW1,1677.084,1,16/8/22 9:49
16/8/22 10:00,NSW1,1998.562,1,16/8/22 10:20
16/8/22 10:30,NSW1,2222.073,1,16/8/22 10:49
16/8/22 11:00,NSW1,2409.826,1,16/8/22 11:19
16/8/22 11:30,NSW1,2512.075,1,16/8/22 11:49
16/8/22 12:00,NSW1,2450.66,1,16/8/22 12:19
16/8/22 12:30,NSW1,2344.596,1,16/8/22 12:49
16/8/22 13:00,NSW1,2241.289,1,16/8/22 13:19
16/8/22 13:30,NSW1,2069.331,1,16/8/22 13:49
16/8/22 14:00,NSW1,1757.394,1,16/8/22 14:19
16/8/22 14:30,NSW1,1640.158,1,16/8/22 14:49
16/8/22 15:00,NSW1,1413.952,1,16/8/22 15:19
16/8/22 15:30,NSW1,1048.429,1,16/8/22 15:49
16/8/22 16:00,NSW1,749.323,1,16/8/22 16:19
16/8/22 16:30,NSW1,474.151,1,16/8/22 16:49
16/8/22 17:00,NSW1,224.377,1,16/8/22 17:19
16/8/22 17:30,NSW1,50.725,1,16/8/22 17:49
16/8/22 18:00,NSW1,0.12,1,16/8/22 18:19
16/8/22 18:30,NSW1,0,1,16/8/22 18:49
16/8/22 19:00,NSW1,0,1,16/8/22 19:19
16/8/22 19:30,NSW1,0,1,16/8/22 19:49
16/8/22 20:00,NSW1,0,1,16/8/22 20:19
16/8/22 20:30,NSW1,0,1,16/8/22 20:49
16/8/22 21:00,NSW1,0,1,16/8/22 21:19
16/8/22 21:30,NSW1,0,1,16/8/22 21:49
16/8/22 22:00,NSW1,0,1,16/8/22 22:19
16/8/22 22:30,NSW1,0,1,16/8/22 22:49
16/8/22 23:00,NSW1,0,1,16/8/22 23:19
16/8/22 23:30,NSW1,0,1,16/8/22 23:49
17/8/22 0:00,NSW1,0,1,17/8/22 0:19
17/8/22 0:30,NSW1,0,1,17/8/22 0:49
17/8/22 1:00,NSW1,0,1,17/8/22 1:19
17/8/22 1:30,NSW1,0,1,17/8/22 1:49
17/8/22 2:00,NSW1,0,1,17/8/22 2:19
17/8/22 2:30,NSW1,0,1,17/8/22 2:49
17/8/22 3:00,NSW1,0,1,17/8/22 3:19
17/8/22 3:30,NSW1,0,1,17/8/22 3:49
17/8/22 4:00,NSW1,0,1,17/8/22 4:19
17/8/22 4:30,NSW1,0,1,17/8/22 4:49
17/8/22 5:00,NSW1,0,1,17/8/22 5:19
17/8/22 5:30,NSW1,0,1,17/8/22 5:49
17/8/22 6:00,NSW1,0,1,17/8/22 6:19
17/8/22 6:30,NSW1,0.289,1,17/8/22 6:49
17/8/22 7:00,NSW1,36.733,1,17/8/22 7:19
17/8/22 7:30,NSW1,254.849,1,17/8/22 7:49
17/8/22 8:00,NSW1,603.56,1,17/8/22 8:19
17/8/22 8:30,NSW1,1011.491,1,17/8/22 8:49
17/8/22 9:00,NSW1,1433.764,1,17/8/22 9:19
17/8/22 9:30,NSW1,1807.374,1,17/8/22 9:49
17/8/22 10:00,NSW1,2089.388,1,17/8/22 10:20
17/8/22 10:30,NSW1,2353.052,1,17/8/22 10:49
17/8/22 11:00,NSW1,2550.805,1,17/8/22 11:19
17/8/22 11:30,NSW1,2669.936,1,17/8/22 11:49
17/8/22 12:00,NSW1,2724.133,1,17/8/22 12:19
17/8/22 12:30,NSW1,2687.468,1,17/8/22 12:49
17/8/22 13:00,NSW1,2597.303,1,17/8/22 13:19
17/8/22 13:30,NSW1,2505.251,1,17/8/22 13:49
17/8/22 14:00,NSW1,2271.106,1,17/8/22 14:19
17/8/22 14:30,NSW1,2068.642,1,17/8/22 14:49
17/8/22 15:00,NSW1,1768.498,1,17/8/22 15:19
17/8/22 15:30,NSW1,1453.26,1,17/8/22 15:49
17/8/22 16:00,NSW1,1030.218,1,17/8/22 16:19
17/8/22 16:30,NSW1,609.462,1,17/8/22 16:49
17/8/22 17:00,NSW1,258.43,1,17/8/22 17:19
17/8/22 17:30,NSW1,47.68,1,17/8/22 17:49
17/8/22 18:00,NSW1,0.118,1,17/8/22 18:19
17/8/22 18:30,NSW1,0,1,17/8/22 18:49
17/8/22 19:00,NSW1,0,1,17/8/22 19:19
17/8/22 19:30,NSW1,0,1,17/8/22 19:49
17/8/22 20:00,NSW1,0,1,17/8/22 20:19
17/8/22 20:30,NSW1,0,1,17/8/22 20:49
17/8/22 21:00,NSW1,0,1,17/8/22 21:19
17/8/22 21:30,NSW1,0,1,17/8/22 21:49
17/8/22 22:00,NSW1,0,1,17/8/22 22:19
17/8/22 22:30,NSW1,0,1,17/8/22 22:49
17/8/22 23:00,NSW1,0,1,17/8/22 23:19
17/8/22 23:30,NSW1,0,1,17/8/22 23:49
18/8/22 0:00,NSW1,0,1,18/8/22 0:19
18/8/22 0:30,NSW1,0,1,18/8/22 0:49
18/8/22 1:00,NSW1,0,1,18/8/22 1:19
18/8/22 1:30,NSW1,0,1,18/8/22 1:49
18/8/22 2:00,NSW1,0,1,18/8/22 2:19
18/8/22 2:30,NSW1,0,1,18/8/22 2:49
18/8/22 3:00,NSW1,0,1,18/8/22 3:19
18/8/22 3:30,NSW1,0,1,18/8/22 3:49
18/8/22 4:00,NSW1,0,1,18/8/22 4:19
18/8/22 4:30,NSW1,0,1,18/8/22 4:49
18/8/22 5:00,NSW1,0,1,18/8/22 5:19
18/8/22 5:30,NSW1,0,1,18/8/22 5:49
18/8/22 6:00,NSW1,0,1,18/8/22 6:19
18/8/22 6:30,NSW1,0.964,1,18/8/22 6:49
18/8/22 7:00,NSW1,53.814,1,18/8/22 7:19
18/8/22 7:30,NSW1,223.132,1,18/8/22 7:49
18/8/22 8:00,NSW1,467.175,1,18/8/22 8:19
18/8/22 8:30,NSW1,669.622,1,18/8/22 8:49
18/8/22 9:00,NSW1,845.841,1,18/8/22 9:19
18/8/22 9:30,NSW1,925.234,1,18/8/22 9:49
18/8/22 10:00,NSW1,1069.042,1,18/8/22 10:20
18/8/22 10:30,NSW1,1346.266,1,18/8/22 10:49
18/8/22 11:00,NSW1,1686.891,1,18/8/22 11:19
18/8/22 11:30,NSW1,1971.344,1,18/8/22 11:49
18/8/22 12:00,NSW1,2103.598,1,18/8/22 12:19
18/8/22 12:30,NSW1,2116.605,1,18/8/22 12:49
18/8/22 13:00,NSW1,2115.44,0.7,18/8/22 13:19
18/8/22 13:30,NSW1,1980.452,0.7,18/8/22 13:49
18/8/22 14:00,NSW1,1745.88,0.7,18/8/22 14:19
18/8/22 14:30,NSW1,1565.423,0.7,18/8/22 14:49
18/8/22 15:00,NSW1,1354.844,0.7,18/8/22 15:19
18/8/22 15:30,NSW1,1061.087,0.7,18/8/22 15:49
18/8/22 16:00,NSW1,705.581,0.7,18/8/22 16:19
18/8/22 16:30,NSW1,409.909,0.7,18/8/22 16:49
18/8/22 17:00,NSW1,165.014,0.7,18/8/22 17:19
18/8/22 17:30,NSW1,20.368,0.7,18/8/22 17:49
18/8/22 18:00,NSW1,0.047,1,18/8/22 18:19
18/8/22 18:30,NSW1,0,1,18/8/22 18:49
18/8/22 19:00,NSW1,0,1,18/8/22 19:19
18/8/22 19:30,NSW1,0,1,18/8/22 19:49
18/8/22 20:00,NSW1,0,1,18/8/22 20:19
18/8/22 20:30,NSW1,0,1,18/8/22 20:49
18/8/22 21:00,NSW1,0,1,18/8/22 21:19
18/8/22 21:30,NSW1,0,1,18/8/22 21:49
18/8/22 22:00,NSW1,0,1,18/8/22 22:19
18/8/22 22:30,NSW1,0,1,18/8/22 22:49
18/8/22 23:00,NSW1,0,1,18/8/22 23:19
18/8/22 23:30,NSW1,0,1,18/8/22 23:49
19/8/22 0:00,NSW1,0,1,19/8/22 0:19
19/8/22 0:30,NSW1,0,1,19/8/22 0:49
19/8/22 1:00,NSW1,0,1,19/8/22 1:19
19/8/22 1:30,NSW1,0,1,19/8/22 1:49
19/8/22 2:00,NSW1,0,1,19/8/22 2:19
19/8/22 2:30,NSW1,0,1,19/8/22 2:49
19/8/22 3:00,NSW1,0,1,19/8/22 3:19
19/8/22 3:30,NSW1,0,1,19/8/22 3:49
19/8/22 4:00,NSW1,0,1,19/8/22 4:19
19/8/22 4:30,NSW1,0,1,19/8/22 4:49
19/8/22 5:00,NSW1,0,1,19/8/22 5:19
19/8/22 5:30,NSW1,0,1,19/8/22 5:49
19/8/22 6:00,NSW1,0,1,19/8/22 6:19
19/8/22 6:30,NSW1,1.185,1,19/8/22 6:49
19/8/22 7:00,NSW1,33.881,1,19/8/22 7:19
19/8/22 7:30,NSW1,147.295,1,19/8/22 7:49
19/8/22 8:00,NSW1,289.231,1,19/8/22 8:19
19/8/22 8:30,NSW1,435.038,1,19/8/22 8:49
19/8/22 9:00,NSW1,603.266,1,19/8/22 9:19
19/8/22 9:30,NSW1,747.48,1,19/8/22 9:49
19/8/22 10:00,NSW1,943.81,1,19/8/22 10:20
19/8/22 10:30,NSW1,1264.48,1,19/8/22 10:49
19/8/22 11:00,NSW1,1543.7,1,19/8/22 11:19
19/8/22 11:30,NSW1,1754.916,1,19/8/22 11:49
19/8/22 12:00,NSW1,1756.34,1,19/8/22 12:19
19/8/22 12:30,NSW1,1813.428,1,19/8/22 12:49
19/8/22 13:00,NSW1,2042.991,1,19/8/22 13:19
19/8/22 13:30,NSW1,1705.802,1,19/8/22 13:49
19/8/22 14:00,NSW1,1569.801,1,19/8/22 14:19
19/8/22 14:30,NSW1,1461.221,1,19/8/22 14:49
19/8/22 15:00,NSW1,1182.525,1,19/8/22 15:19
19/8/22 15:30,NSW1,1030.276,1,19/8/22 15:49
19/8/22 16:00,NSW1,875.149,1,19/8/22 16:19
19/8/22 16:30,NSW1,551.964,1,19/8/22 16:49
19/8/22 17:00,NSW1,254.209,1,19/8/22 17:19
19/8/22 17:30,NSW1,61.572,1,19/8/22 17:49
19/8/22 18:00,NSW1,0.695,1,19/8/22 18:19
19/8/22 18:30,NSW1,0,1,19/8/22 18:49
19/8/22 19:00,NSW1,0,1,19/8/22 19:19
19/8/22 19:30,NSW1,0,1,19/8/22 19:49
19/8/22 20:00,NSW1,0,1,19/8/22 20:19
19/8/22 20:30,NSW1,0,1,19/8/22 20:49
19/8/22 21:00,NSW1,0,1,19/8/22 21:19
19/8/22 21:30,NSW1,0,1,19/8/22 21:49
19/8/22 22:00,NSW1,0,1,19/8/22 22:19
19/8/22 22:30,NSW1,0,1,19/8/22 22:49
19/8/22 23:00,NSW1,0,1,19/8/22 23:19
19/8/22 23:30,NSW1,0,1,19/8/22 23:49
20/8/22 0:00,NSW1,0,1,20/8/22 0:19
20/8/22 0:30,NSW1,0,1,20/8/22 0:49
20/8/22 1:00,NSW1,0,1,20/8/22 1:19
20/8/22 1:30,NSW1,0,1,20/8/22 1:49
20/8/22 2:00,NSW1,0,1,20/8/22 2:19
20/8/22 2:30,NSW1,0,1,20/8/22 2:49
20/8/22 3:00,NSW1,0,1,20/8/22 3:19
20/8/22 3:30,NSW1,0,1,20/8/22 3:49
20/8/22 4:00,NSW1,0,1,20/8/22 4:19
20/8/22 4:30,NSW1,0,1,20/8/22 4:49
20/8/22 5:00,NSW1,0,1,20/8/22 5:19
20/8/22 5:30,NSW1,0,1,20/8/22 5:49
20/8/22 6:00,NSW1,0,1,20/8/22 6:19
20/8/22 6:30,NSW1,1.25,1,20/8/22 6:49
20/8/22 7:00,NSW1,67.506,1,20/8/22 7:19
20/8/22 7:30,NSW1,300.721,1,20/8/22 7:49
20/8/22 8:00,NSW1,633.769,1,20/8/22 8:19
20/8/22 8:30,NSW1,1039.123,1,20/8/22 8:49
20/8/22 9:00,NSW1,1398.452,1,20/8/22 9:19
20/8/22 9:30,NSW1,1698.707,1,20/8/22 9:49
20/8/22 10:00,NSW1,1914.569,1,20/8/22 10:20
20/8/22 10:30,NSW1,1961.379,1,20/8/22 10:49
20/8/22 11:00,NSW1,1985.817,1,20/8/22 11:19
20/8/22 11:30,NSW1,1870.747,1,20/8/22 11:49
20/8/22 12:00,NSW1,1800.946,1,20/8/22 12:19
20/8/22 12:30,NSW1,1759.194,1,20/8/22 12:49
20/8/22 13:00,NSW1,1719.298,1,20/8/22 13:19
20/8/22 13:30,NSW1,1710.758,1,20/8/22 13:49
